cashInLimit,totalCashOutTimes,totalCashInTimes,cashOutAmount,cashInAmount,amountRemain,date,time
20000,27,21,27675,24111,16436,2019-01-06,13:39
20000,22,38,20472,38306,37834,2019-01-06,13:38
20000,20,14,21973,14560,12587,2019-01-06,13:37
20000,6,27,2426,26105,43679,2019-01-06,13:36
20000,16,18,16854,16790,19936,2019-01-06,13:35
20000,9,39,9696,37873,48177,2019-01-06,13:34
20000,31,28,32427,28444,16017,2019-01-06,13:33
20000,10,6,10696,6759,16063,2019-01-06,13:32
20000,17,47,16075,48117,52042,2019-01-06,13:31
20000,12,28,12227,32042,39815,2019-01-06,13:30
20000,11,24,13841,27725,33884,2019-01-06,13:29
20000,14,7,18033,7351,9318,2019-01-06,13:28
20000,22,48,20744,43880,43136,2019-01-06,13:27
20000,17,6,16145,7572,11427,2019-01-06,13:26
20000,5,3,2993,4394,21401,2019-01-06,13:25
20000,27,46,27827,46996,39169,2019-01-06,13:24
20000,8,2,8763,733,11970,2019-01-06,13:23
20000,10,0,9654,0,10346,2019-01-06,13:22
20000,43,46,41681,54375,32694,2019-01-06,13:21
20000,39,45,37241,45727,28486,2019-01-06,13:20
20000,25,8,27884,9941,2057,2019-01-06,13:19
20000,46,24,49604,25784,-3820,2019-01-06,13:18
20000,31,43,32288,35428,23140,2019-01-06,13:17
20000,35,10,36350,11863,-4487,2019-01-06,13:16
20000,9,36,12322,40273,47951,2019-01-06,13:15
20000,31,17,30853,15151,4298,2019-01-06,13:14
20000,45,46,40259,47539,27280,2019-01-06,13:13
20000,45,19,41980,15215,-6765,2019-01-06,13:12
20000,10,26,7749,23692,35943,2019-01-06,13:11
20000,27,20,24791,18353,13562,2019-01-06,13:10
20000,24,23,25829,20880,15051,2019-01-06,13:09
20000,49,19,49467,18470,-10997,2019-01-06,13:08
20000,41,32,41418,31573,10155,2019-01-06,13:07
20000,5,47,3499,47340,63841,2019-01-06,13:06
20000,21,7,22335,5715,3380,2019-01-06,13:05
20000,46,17,47788,13551,-14237,2019-01-06,13:04
20000,43,33,39428,35214,15786,2019-01-06,13:03
20000,26,27,27806,27235,19429,2019-01-06,13:02
20000,36,38,35728,43362,27634,2019-01-06,13:01
20000,45,13,46450,14544,-11906,2019-01-06,13:00
20000,13,7,10079,8327,18248,2019-01-06,12:59
20000,3,25,2206,28418,46212,2019-01-06,12:58
20000,26,4,24069,2970,-1099,2019-01-06,12:57
20000,16,11,13750,14021,20271,2019-01-06,12:56
20000,11,0,10941,0,9059,2019-01-06,12:55
20000,37,19,33862,19131,5269,2019-01-06,12:54
20000,42,23,41902,22495,593,2019-01-06,12:53
20000,20,30,18431,25108,26677,2019-01-06,12:52
20000,27,45,26959,48726,41767,2019-01-06,12:51
20000,20,42,21326,46720,45394,2019-01-06,12:50
20000,48,17,47247,21029,-6218,2019-01-06,12:49
20000,3,4,4175,4841,20666,2019-01-06,12:48
20000,44,5,41844,2966,-18878,2019-01-06,12:47
20000,44,14,46030,14835,-11195,2019-01-06,12:46
20000,45,13,46894,10446,-16448,2019-01-06,12:45
20000,28,5,30948,5386,-5562,2019-01-06,12:44
20000,24,7,22272,5548,3276,2019-01-06,12:43
20000,44,9,40671,8021,-12650,2019-01-06,12:42
20000,11,4,13064,1484,8420,2019-01-06,12:41
20000,5,14,3820,15854,32034,2019-01-06,12:40
20000,16,8,16011,7670,11659,2019-01-06,12:39
20000,4,30,6708,32537,45829,2019-01-06,12:38
20000,44,43,46443,45512,19069,2019-01-06,12:37
20000,24,49,20654,47203,46549,2019-01-06,12:36
20000,18,4,25334,3588,-1746,2019-01-06,12:35
20000,3,18,2072,16883,34811,2019-01-06,12:34
20000,36,24,42789,26078,3289,2019-01-06,12:33
20000,36,40,35351,42213,26862,2019-01-06,12:32
20000,0,44,0,46962,66962,2019-01-06,12:31
20000,10,0,13944,0,6056,2019-01-06,12:30
20000,32,4,30828,4128,-6700,2019-01-06,12:29
20000,38,36,42993,32179,9186,2019-01-06,12:28
20000,16,6,19640,6224,6584,2019-01-06,12:27
20000,34,26,37473,23952,6479,2019-01-06,12:26
20000,23,4,23475,3810,335,2019-01-06,12:25
20000,41,13,44103,14851,-9252,2019-01-06,12:24
20000,12,8,14616,8877,14261,2019-01-06,12:23
20000,30,8,28783,7732,-1051,2019-01-06,12:22
20000,12,1,10600,1724,11124,2019-01-06,12:21
20000,38,9,41106,6782,-14324,2019-01-06,12:20
20000,18,15,21345,13703,12358,2019-01-06,12:19
20000,16,38,17314,40399,43085,2019-01-06,12:18
20000,49,3,48090,3483,-24607,2019-01-06,12:17
20000,14,5,12262,3969,11707,2019-01-06,12:16
20000,7,18,9388,15461,26073,2019-01-06,12:15
20000,43,39,49524,40633,11109,2019-01-06,12:14
20000,11,49,11229,52160,60931,2019-01-06,12:13
20000,4,17,5508,18604,33096,2019-01-06,12:12
20000,7,5,6428,4947,18519,2019-01-06,12:11
20000,46,7,46211,8984,-17227,2019-01-06,12:10
20000,15,44,13224,46594,53370,2019-01-06,12:09
20000,3,28,2505,27605,45100,2019-01-06,12:08
20000,29,11,30963,10400,-563,2019-01-06,12:07
20000,39,20,40325,22611,2286,2019-01-06,12:06
20000,14,37,14446,34099,39653,2019-01-06,12:05
20000,7,45,7968,38541,50573,2019-01-06,12:04
20000,33,42,37120,41886,24766,2019-01-06,12:03
20000,35,7,36484,8087,-8397,2019-01-06,12:02
20000,38,26,35679,25133,9454,2019-01-06,12:01
20000,20,47,21798,47372,45574,2019-01-06,12:00
20000,1,47,992,50265,69273,2019-01-06,11:59
20000,47,36,43559,37196,13637,2019-01-06,11:58
20000,31,4,38467,3917,-14550,2019-01-06,11:57
20000,1,5,1280,5767,24487,2019-01-06,11:56
20000,29,18,29931,21369,11438,2019-01-06,11:55
20000,20,18,21009,18318,17309,2019-01-06,11:54
20000,25,25,23797,29210,25413,2019-01-06,11:53
20000,23,37,27009,30852,23843,2019-01-06,11:52
20000,48,22,44328,25455,1127,2019-01-06,11:51
20000,18,26,18198,28477,30279,2019-01-06,11:50
20000,12,20,13675,20002,26327,2019-01-06,11:49
20000,14,36,16105,36083,39978,2019-01-06,11:48
20000,48,36,54082,42638,8556,2019-01-06,11:47
20000,6,43,4452,48913,64461,2019-01-06,11:46
20000,9,2,10226,2987,12761,2019-01-06,11:45
20000,45,27,48699,27602,-1097,2019-01-06,11:44
20000,4,38,2778,40968,58190,2019-01-06,11:43
20000,2,3,1908,2889,20981,2019-01-06,11:42
20000,9,4,7949,2798,14849,2019-01-06,11:41
20000,4,29,2573,26016,43443,2019-01-06,11:40
20000,10,1,11743,1908,10165,2019-01-06,11:39
20000,0,6,0,7669,27669,2019-01-06,11:38
20000,23,46,23659,50552,46893,2019-01-06,11:37
20000,39,46,36420,50402,33982,2019-01-06,11:36
20000,35,10,36963,11227,-5736,2019-01-06,11:35
20000,29,17,24670,17221,12551,2019-01-06,11:34
20000,49,47,57541,50940,13399,2019-01-06,11:33
20000,0,38,0,36195,56195,2019-01-06,11:32
20000,48,24,49979,25772,-4207,2019-01-06,11:31
20000,19,42,18654,38076,39422,2019-01-06,11:30
20000,5,41,4831,41795,56964,2019-01-06,11:29
20000,48,8,44426,7338,-17088,2019-01-06,11:28
20000,8,31,7308,32297,44989,2019-01-06,11:27
20000,47,31,50443,32083,1640,2019-01-06,11:26
20000,32,34,28939,36549,27610,2019-01-06,11:25
20000,41,17,42831,11664,-11167,2019-01-06,11:24
20000,14,25,10966,23264,32298,2019-01-06,11:23
20000,30,24,35744,25783,10039,2019-01-06,11:22
20000,15,40,15766,36498,40732,2019-01-06,11:21
20000,30,42,31378,41143,29765,2019-01-06,11:20
20000,3,7,2408,8060,25652,2019-01-06,11:19
20000,27,5,28914,3679,-5235,2019-01-06,11:18
20000,2,27,1601,21988,40387,2019-01-06,11:17
20000,28,30,29481,28581,19100,2019-01-06,11:16
20000,28,7,29959,9195,-764,2019-01-06,11:15
20000,2,41,2184,37755,55571,2019-01-06,11:14
20000,8,44,9527,42271,52744,2019-01-06,11:13
20000,14,1,16600,832,4232,2019-01-06,11:12
20000,37,35,38934,41517,22583,2019-01-06,11:11
20000,17,33,21470,34669,33199,2019-01-06,11:10
20000,1,45,1404,46938,65534,2019-01-06,11:09
20000,30,15,29769,10695,926,2019-01-06,11:08
20000,30,40,27005,40046,33041,2019-01-06,11:07
20000,21,44,25262,42521,37259,2019-01-06,11:06
20000,40,43,42361,42114,19753,2019-01-06,11:05
20000,18,42,19400,44055,44655,2019-01-06,11:04
20000,8,10,8158,14159,26001,2019-01-06,11:03
20000,22,42,23469,41467,37998,2019-01-06,11:02
20000,38,35,32028,35030,23002,2019-01-06,11:01
20000,37,21,34151,23222,9071,2019-01-06,11:00
20000,10,28,10486,25955,35469,2019-01-06,10:59
20000,1,41,1031,43698,62667,2019-01-06,10:58
20000,2,41,1886,39135,57249,2019-01-06,10:57
20000,44,28,44221,27093,2872,2019-01-06,10:56
20000,11,49,10832,43005,52173,2019-01-06,10:55
20000,27,23,31775,24140,12365,2019-01-06,10:54
20000,47,23,47471,19933,-7538,2019-01-06,10:53
20000,18,7,21488,6367,4879,2019-01-06,10:52
20000,45,47,48373,47848,19475,2019-01-06,10:51
20000,19,23,17803,22962,25159,2019-01-06,10:50
20000,19,17,16059,19463,23404,2019-01-06,10:49
20000,21,33,20642,29130,28488,2019-01-06,10:48
20000,7,36,7331,41004,53673,2019-01-06,10:47
20000,44,11,45502,11045,-14457,2019-01-06,10:46
20000,43,38,45142,39032,13890,2019-01-06,10:45
20000,6,27,6119,29938,43819,2019-01-06,10:44
20000,46,29,55039,33287,-1752,2019-01-06,10:43
20000,40,34,45606,35893,10287,2019-01-06,10:42
20000,29,20,33120,20598,7478,2019-01-06,10:41
20000,4,21,5371,21031,35660,2019-01-06,10:40
20000,47,27,52030,26437,-5593,2019-01-06,10:39
20000,18,8,16634,9490,12856,2019-01-06,10:38
20000,15,48,11050,52274,61224,2019-01-06,10:37
20000,16,19,18786,22807,24021,2019-01-06,10:36
20000,8,6,10219,5461,15242,2019-01-06,10:35
20000,13,48,12562,42263,49701,2019-01-06,10:34
20000,6,27,5237,22391,37154,2019-01-06,10:33
20000,28,41,29958,41451,31493,2019-01-06,10:32
20000,28,43,24312,48301,43989,2019-01-06,10:31
20000,18,27,15998,26832,30834,2019-01-06,10:30
20000,28,32,20758,34924,34166,2019-01-06,10:29
20000,23,9,22201,7321,5120,2019-01-06,10:28
20000,6,7,6045,9664,23619,2019-01-06,10:27
20000,31,24,27950,22374,14424,2019-01-06,10:26
20000,27,27,32659,28245,15586,2019-01-06,10:25
20000,29,8,29036,5948,-3088,2019-01-06,10:24
20000,41,41,40843,38357,17514,2019-01-06,10:23
20000,37,31,35617,35144,19527,2019-01-06,10:22
20000,27,29,29464,34436,24972,2019-01-06,10:21
20000,45,30,45115,28208,3093,2019-01-06,10:20
20000,0,37,0,35445,55445,2019-01-06,10:19
20000,46,25,48642,26766,-1876,2019-01-06,10:18
20000,29,24,28287,23229,14942,2019-01-06,10:17
20000,32,7,31875,6099,-5776,2019-01-06,10:16
20000,11,43,6937,42451,55514,2019-01-06,10:15
20000,41,24,43809,22755,-1054,2019-01-06,10:14
20000,41,24,45195,28692,3497,2019-01-06,10:13
20000,29,11,23886,9321,5435,2019-01-06,10:12
20000,17,47,16697,45853,49156,2019-01-06,10:11
20000,33,26,36662,23873,7211,2019-01-06,10:10
20000,41,10,38526,11608,-6918,2019-01-06,10:09
20000,11,4,16006,4436,8430,2019-01-06,10:08
20000,38,46,44248,47136,22888,2019-01-06,10:07
20000,5,31,5091,34310,49219,2019-01-06,10:06
20000,26,30,19384,28708,29324,2019-01-06,10:05
20000,42,48,44796,52697,27901,2019-01-06,10:04
20000,30,24,26482,30299,23817,2019-01-06,10:03
20000,37,10,39829,7973,-11856,2019-01-06,10:02
20000,39,33,40461,32069,11608,2019-01-06,10:01
20000,38,15,44438,14023,-10415,2019-01-06,10:00
20000,38,45,42731,50972,28241,2019-01-06,09:59
20000,17,9,13948,10835,16887,2019-01-06,09:58
20000,35,14,34792,16562,1770,2019-01-06,09:57
20000,15,45,16286,43592,47306,2019-01-06,09:56
20000,33,3,41120,2763,-18357,2019-01-06,09:55
20000,41,26,38640,28454,9814,2019-01-06,09:54
20000,2,17,1817,22783,40966,2019-01-06,09:53
20000,36,0,39543,0,-19543,2019-01-06,09:52
20000,26,26,34184,23485,9301,2019-01-06,09:51
20000,10,28,9502,26690,37188,2019-01-06,09:50
20000,30,6,35897,5967,-9930,2019-01-06,09:49
20000,39,5,40625,5987,-14638,2019-01-06,09:48
20000,9,3,9463,2200,12737,2019-01-06,09:47
20000,44,49,47259,52845,25586,2019-01-06,09:46
20000,5,6,4728,7764,23036,2019-01-06,09:45
20000,27,18,26857,15109,8252,2019-01-06,09:44
20000,19,31,19049,28991,29942,2019-01-06,09:43
20000,46,35,55082,41550,6468,2019-01-06,09:42
20000,10,8,11399,9670,18271,2019-01-06,09:41
20000,34,49,35812,44210,28398,2019-01-06,09:40
20000,12,6,13470,3823,10353,2019-01-06,09:39
20000,39,35,44762,33905,9143,2019-01-06,09:38
20000,35,41,36025,34476,18451,2019-01-06,09:37
20000,10,25,6418,28236,41818,2019-01-06,09:36
20000,36,9,43366,10130,-13236,2019-01-06,09:35
20000,1,0,801,0,19199,2019-01-06,09:34
20000,23,29,24042,28212,24170,2019-01-06,09:33
20000,12,4,12991,6205,13214,2019-01-06,09:32
20000,37,10,44607,12478,-12129,2019-01-06,09:31
20000,38,28,37043,29296,12253,2019-01-06,09:30
20000,12,29,9716,27658,37942,2019-01-06,09:29
20000,34,7,43174,3752,-19422,2019-01-06,09:28
20000,16,37,14838,32030,37192,2019-01-06,09:27
20000,4,30,4579,29609,45030,2019-01-06,09:26
20000,37,48,36488,48723,32235,2019-01-06,09:25
20000,34,2,33027,2560,-10467,2019-01-06,09:24
20000,8,21,7749,19695,31946,2019-01-06,09:23
20000,2,24,2956,20157,37201,2019-01-06,09:22
20000,14,12,12443,14130,21687,2019-01-06,09:21
20000,23,44,29981,45010,35029,2019-01-06,09:20
20000,37,7,38146,7137,-11009,2019-01-06,09:19
20000,36,47,34217,46818,32601,2019-01-06,09:18
20000,31,12,32105,13086,981,2019-01-06,09:17
20000,24,36,24971,37456,32485,2019-01-06,09:16
20000,26,44,25178,47966,42788,2019-01-06,09:15
20000,48,46,50751,42237,11486,2019-01-06,09:14
20000,13,36,14905,38525,43620,2019-01-06,09:13
20000,17,5,15742,6524,10782,2019-01-06,09:12
20000,33,21,31154,21434,10280,2019-01-06,09:11
20000,27,21,29346,21510,12164,2019-01-06,09:10
20000,11,46,6638,46709,60071,2019-01-06,09:09
20000,43,45,47222,43906,16684,2019-01-06,09:08
20000,5,10,4995,13101,28106,2019-01-06,09:07
20000,20,15,20275,14552,14277,2019-01-06,09:06
20000,38,33,43475,41550,18075,2019-01-06,09:05
20000,43,48,43239,50285,27046,2019-01-06,09:04
20000,12,10,8443,13032,24589,2019-01-06,09:03
20000,40,2,40236,818,-19418,2019-01-06,09:02
20000,46,1,46067,1779,-24288,2019-01-06,09:01
20000,42,23,47413,25136,-2277,2019-01-06,09:00
20000,30,18,28665,17082,8417,2019-01-06,08:59
20000,7,31,7991,36779,48788,2019-01-06,08:58
20000,45,13,47344,15554,-11790,2019-01-06,08:57
20000,11,44,11112,44438,53326,2019-01-06,08:56
20000,24,26,23088,25581,22493,2019-01-06,08:55
20000,7,5,7129,7591,20462,2019-01-06,08:54
20000,35,16,36490,18323,1833,2019-01-06,08:53
20000,48,10,43755,12573,-11182,2019-01-06,08:52
20000,48,20,48430,22567,-5863,2019-01-06,08:51
20000,25,26,32791,24885,12094,2019-01-06,08:50
20000,20,25,18858,27172,28314,2019-01-06,08:49
20000,23,26,24758,27441,22683,2019-01-06,08:48
20000,28,30,27709,34003,26294,2019-01-06,08:47
20000,31,43,34691,41811,27120,2019-01-06,08:46
20000,12,49,14537,52976,58439,2019-01-06,08:45
20000,21,1,23759,277,-3482,2019-01-06,08:44
20000,15,20,18325,19750,21425,2019-01-06,08:43
20000,33,19,37813,19012,1199,2019-01-06,08:42
20000,10,9,8315,12305,23990,2019-01-06,08:41
20000,18,9,18571,8341,9770,2019-01-06,08:40
20000,37,11,34869,12423,-2446,2019-01-06,08:39
20000,32,15,31818,13346,1528,2019-01-06,08:38
20000,44,30,48836,32590,3754,2019-01-06,08:37
20000,4,22,5642,22784,37142,2019-01-06,08:36
20000,41,42,35215,43144,27929,2019-01-06,08:35
20000,8,22,9915,25822,35907,2019-01-06,08:34
20000,15,38,14315,37372,43057,2019-01-06,08:33
20000,37,38,37246,39565,22319,2019-01-06,08:32
20000,8,25,7433,26939,39506,2019-01-06,08:31
20000,3,10,2036,8275,26239,2019-01-06,08:30
20000,1,27,1317,28212,46895,2019-01-06,08:29
20000,38,12,39903,8791,-11112,2019-01-06,08:28
20000,3,12,2020,10759,28739,2019-01-06,08:27
20000,39,10,42748,8002,-14746,2019-01-06,08:26
20000,0,5,0,6778,26778,2019-01-06,08:25
20000,45,32,49454,37352,7898,2019-01-06,08:24
20000,2,17,1490,17734,36244,2019-01-06,08:23
20000,16,41,14669,45358,50689,2019-01-06,08:22
20000,43,31,42784,31317,8533,2019-01-06,08:21
20000,37,9,39578,8318,-11260,2019-01-06,08:20
20000,16,28,12456,26975,34519,2019-01-06,08:19
20000,0,19,0,16489,36489,2019-01-06,08:18
20000,21,42,23765,37139,33374,2019-01-06,08:17
20000,27,45,24852,38795,33943,2019-01-06,08:16
20000,37,22,39468,22294,2826,2019-01-06,08:15
20000,18,32,18657,28824,30167,2019-01-06,08:14
20000,12,8,8121,7444,19323,2019-01-06,08:13
20000,45,37,47014,39408,12394,2019-01-06,08:12
20000,43,16,42009,19035,-2974,2019-01-06,08:11
20000,49,31,49025,31378,2353,2019-01-06,08:10
20000,28,2,31154,1125,-10029,2019-01-06,08:09
20000,34,13,39215,12010,-7205,2019-01-06,08:08
20000,31,7,27627,9355,1728,2019-01-06,08:07
20000,6,39,7012,42107,55095,2019-01-06,08:06
20000,38,20,37025,24055,7030,2019-01-06,08:05
20000,15,16,20289,16713,16424,2019-01-06,08:04
20000,49,5,49970,6246,-23724,2019-01-06,08:03
20000,9,20,5167,19124,33957,2019-01-06,08:02
20000,37,36,34543,35988,21445,2019-01-06,08:01
20000,44,13,44123,12992,-11131,2019-01-06,08:00
20000,7,31,7070,29124,42054,2019-01-06,07:59
20000,46,40,40300,42634,22334,2019-01-06,07:58
20000,34,7,31896,8261,-3635,2019-01-06,07:57
20000,46,17,44473,17218,-7255,2019-01-06,07:56
20000,38,13,39590,11959,-7631,2019-01-06,07:55
20000,3,4,3618,4920,21302,2019-01-06,07:54
20000,1,13,472,13640,33168,2019-01-06,07:53
20000,15,47,14901,47670,52769,2019-01-06,07:52
20000,33,31,33783,32048,18265,2019-01-06,07:51
20000,27,4,27171,5810,-1361,2019-01-06,07:50
20000,39,4,41428,4038,-17390,2019-01-06,07:49
20000,22,40,23480,39482,36002,2019-01-06,07:48
20000,42,45,42688,47502,24814,2019-01-06,07:47
20000,33,1,39583,393,-19190,2019-01-06,07:46
20000,7,40,8140,44496,56356,2019-01-06,07:45
20000,40,6,44021,6690,-17331,2019-01-06,07:44
20000,4,49,4888,55938,71050,2019-01-06,07:43
20000,26,22,29888,18771,8883,2019-01-06,07:42
20000,49,43,50596,43046,12450,2019-01-06,07:41
20000,6,15,5966,17477,31511,2019-01-06,07:40
20000,35,7,36291,8146,-8145,2019-01-06,07:39
20000,4,18,2782,20823,38041,2019-01-06,07:38
20000,42,37,45278,37813,12535,2019-01-06,07:37
20000,38,49,42611,51792,29181,2019-01-06,07:36
20000,30,15,33257,16193,2936,2019-01-06,07:35
20000,2,30,2607,30676,48069,2019-01-06,07:34
20000,35,44,34418,33992,19574,2019-01-06,07:33
20000,47,14,49452,16394,-13058,2019-01-06,07:32
20000,8,20,7005,22886,35881,2019-01-06,07:31
20000,12,42,9423,47275,57852,2019-01-06,07:30
20000,20,40,14547,35107,40560,2019-01-06,07:29
20000,16,13,15990,12716,16726,2019-01-06,07:28
20000,38,21,36854,22687,5833,2019-01-06,07:27
20000,5,19,4184,22499,38315,2019-01-06,07:26
20000,4,10,2656,8138,25482,2019-01-06,07:25
20000,34,41,34616,41914,27298,2019-01-06,07:24
20000,37,35,33993,33298,19305,2019-01-06,07:23
20000,30,15,26247,13798,7551,2019-01-06,07:22
20000,26,1,29252,1203,-8049,2019-01-06,07:21
20000,36,39,41862,43049,21187,2019-01-06,07:20
20000,49,8,45111,7562,-17549,2019-01-06,07:19
20000,11,15,15873,14741,18868,2019-01-06,07:18
20000,24,11,25316,12528,7212,2019-01-06,07:17
20000,17,6,17199,9888,12689,2019-01-06,07:16
20000,40,18,46075,18582,-7493,2019-01-06,07:15
20000,36,14,39753,17358,-2395,2019-01-06,07:14
20000,18,18,16388,15759,19371,2019-01-06,07:13
20000,20,18,18070,23197,25127,2019-01-06,07:12
20000,34,5,36293,4014,-12279,2019-01-06,07:11
20000,37,29,41516,27481,5965,2019-01-06,07:10
20000,11,31,11557,32287,40730,2019-01-06,07:09
20000,11,48,12180,53161,60981,2019-01-06,07:08
20000,30,1,35140,1015,-14125,2019-01-06,07:07
20000,31,12,29367,10369,1002,2019-01-06,07:06
20000,34,36,36059,38785,22726,2019-01-06,07:05
20000,16,10,14578,11913,17335,2019-01-06,07:04
20000,42,38,43679,39188,15509,2019-01-06,07:03
20000,16,11,17853,9163,11310,2019-01-06,07:02
20000,37,16,37303,18800,1497,2019-01-06,07:01
20000,32,45,26379,44727,38348,2019-01-06,07:00
20000,20,34,17673,35379,37706,2019-01-06,06:59
20000,33,45,31703,41228,29525,2019-01-06,06:58
20000,13,11,10900,9659,18759,2019-01-06,06:57
20000,33,23,34288,24136,9848,2019-01-06,06:56
20000,9,35,9279,33725,44446,2019-01-06,06:55
20000,10,23,9149,18652,29503,2019-01-06,06:54
20000,16,15,13464,12354,18890,2019-01-06,06:53
20000,26,29,26408,25897,19489,2019-01-06,06:52
20000,21,41,22869,44408,41539,2019-01-06,06:51
20000,28,6,25746,6922,1176,2019-01-06,06:50
20000,26,11,25274,9701,4427,2019-01-06,06:49
20000,6,11,7782,10765,22983,2019-01-06,06:48
20000,42,38,42442,39834,17392,2019-01-06,06:47
20000,28,45,28504,38021,29517,2019-01-06,06:46
20000,34,48,35120,51085,35965,2019-01-06,06:45
20000,38,35,42880,25793,2913,2019-01-06,06:44
20000,20,4,17412,5677,8265,2019-01-06,06:43
20000,20,16,17392,15408,18016,2019-01-06,06:42
20000,49,39,46192,35529,9337,2019-01-06,06:41
20000,12,4,10750,3023,12273,2019-01-06,06:40
20000,46,18,37581,18542,961,2019-01-06,06:39
20000,46,3,50097,1889,-28208,2019-01-06,06:38
20000,13,8,14332,6176,11844,2019-01-06,06:37
20000,1,29,360,32122,51762,2019-01-06,06:36
20000,34,21,33543,22000,8457,2019-01-06,06:35
20000,6,0,7168,0,12832,2019-01-06,06:34
20000,5,27,6388,25542,39154,2019-01-06,06:33
20000,33,36,36615,36084,19469,2019-01-06,06:32
20000,30,9,26650,8381,1731,2019-01-06,06:31
20000,15,40,16397,41017,44620,2019-01-06,06:30
20000,15,21,11162,14163,23001,2019-01-06,06:29
20000,12,7,9602,9886,20284,2019-01-06,06:28
20000,45,28,44060,28030,3970,2019-01-06,06:27
20000,4,13,4670,15030,30360,2019-01-06,06:26
20000,40,5,46285,5288,-20997,2019-01-06,06:25
20000,48,45,44713,43996,19283,2019-01-06,06:24
20000,15,29,14211,27903,33692,2019-01-06,06:23
20000,19,42,20653,41692,41039,2019-01-06,06:22
20000,22,49,22530,47761,45231,2019-01-06,06:21
20000,40,47,42839,53799,30960,2019-01-06,06:20
20000,22,9,24794,9216,4422,2019-01-06,06:19
20000,31,23,35153,26624,11471,2019-01-06,06:18
20000,41,20,46184,18378,-7806,2019-01-06,06:17
20000,36,40,34976,41271,26295,2019-01-06,06:16
20000,25,5,23431,7478,4047,2019-01-06,06:15
20000,19,19,17805,14919,17114,2019-01-06,06:14
20000,20,16,24949,15625,10676,2019-01-06,06:13
20000,46,20,46698,20824,-5874,2019-01-06,06:12
20000,38,2,35732,3051,-12681,2019-01-06,06:11
20000,2,20,3280,15771,32491,2019-01-06,06:10
20000,13,29,13362,30627,37265,2019-01-06,06:09
20000,19,28,20266,26119,25853,2019-01-06,06:08
20000,10,32,11117,33450,42333,2019-01-06,06:07
20000,34,22,35891,24561,8670,2019-01-06,06:06
20000,34,2,37847,3018,-14829,2019-01-06,06:05
20000,15,38,14768,36589,41821,2019-01-06,06:04
20000,41,31,47272,25304,-1968,2019-01-06,06:03
20000,39,42,39701,49125,29424,2019-01-06,06:02
20000,39,10,44218,8348,-15870,2019-01-06,06:01
20000,14,43,16005,44632,48627,2019-01-06,06:00
20000,2,22,911,21437,40526,2019-01-06,05:59
20000,29,18,27990,16263,8273,2019-01-06,05:58
20000,45,23,49266,26006,-3260,2019-01-06,05:57
20000,44,11,41930,11757,-10173,2019-01-06,05:56
20000,32,19,30199,17560,7361,2019-01-06,05:55
20000,41,30,42890,31651,8761,2019-01-06,05:54
20000,29,19,31026,15832,4806,2019-01-06,05:53
20000,26,28,29183,26989,17806,2019-01-06,05:52
20000,14,12,13355,15010,21655,2019-01-06,05:51
20000,13,33,13609,37405,43796,2019-01-06,05:50
20000,23,13,23927,11490,7563,2019-01-06,05:49
20000,42,0,40330,0,-20330,2019-01-06,05:48
20000,39,6,35957,6940,-9017,2019-01-06,05:47
20000,41,46,33980,47662,33682,2019-01-06,05:46
20000,10,35,10799,33146,42347,2019-01-06,05:45
20000,49,31,49337,30490,1153,2019-01-06,05:44
20000,30,38,30681,37375,26694,2019-01-06,05:43
20000,5,25,6105,25012,38907,2019-01-06,05:42
20000,32,5,36266,1967,-14299,2019-01-06,05:41
20000,26,48,27272,46673,39401,2019-01-06,05:40
20000,38,27,39317,29528,10211,2019-01-06,05:39
20000,41,19,43005,19837,-3168,2019-01-06,05:38
20000,14,28,16624,32002,35378,2019-01-06,05:37
20000,14,35,14892,37319,42427,2019-01-06,05:36
20000,2,48,1482,48647,67165,2019-01-06,05:35
20000,32,22,35106,24964,9858,2019-01-06,05:34
20000,49,25,49624,24714,-4910,2019-01-06,05:33
20000,2,19,2199,20715,38516,2019-01-06,05:32
20000,3,0,4588,0,15412,2019-01-06,05:31
20000,29,34,30156,35348,25192,2019-01-06,05:30
20000,24,23,21803,19984,18181,2019-01-06,05:29
20000,28,14,27720,15328,7608,2019-01-06,05:28
20000,13,28,14043,29743,35700,2019-01-06,05:27
20000,17,9,13285,5395,12110,2019-01-06,05:26
20000,8,24,7697,30872,43175,2019-01-06,05:25
20000,26,18,26669,15866,9197,2019-01-06,05:24
20000,24,16,25348,18155,12807,2019-01-06,05:23
20000,30,28,30564,27117,16553,2019-01-06,05:22
20000,21,8,24329,4825,496,2019-01-06,05:21
20000,33,13,30439,12401,1962,2019-01-06,05:20
20000,25,34,27501,36270,28769,2019-01-06,05:19
20000,37,32,40586,31598,11012,2019-01-06,05:18
20000,25,49,27739,54449,46710,2019-01-06,05:17
20000,24,11,20596,15671,15075,2019-01-06,05:16
20000,48,18,52596,22569,-10027,2019-01-06,05:15
20000,43,13,44598,10656,-13942,2019-01-06,05:14
20000,5,19,4520,18795,34275,2019-01-06,05:13
20000,15,15,15570,15694,20124,2019-01-06,05:12
20000,11,30,11035,25575,34540,2019-01-06,05:11
20000,25,30,26170,26711,20541,2019-01-06,05:10
20000,1,7,1122,8142,27020,2019-01-06,05:09
20000,33,4,34390,2029,-12361,2019-01-06,05:08
20000,0,0,0,0,20000,2019-01-06,05:07
20000,44,13,45995,13049,-12946,2019-01-06,05:06
